id,log2FoldChange,pval,padj
0610005C13Rik,0.6468838204,1,1
0610007C21Rik,0.5123086803,0.0183551765,0.0585281921
0610007L01Rik,0.198177321,0.2389547299,0.4549880158
0610007N19Rik,0.0459447266,0.9182036567,1
0610007P08Rik,0.2959475312,0.0996593137,0.2328589917
0610007P14Rik,0.2444657869,0.1870285665,0.3801409872
0610007P22Rik,-0.609429832,0.0023003882,0.009948094
0610009B22Rik,0.6255917825,0.0125741706,0.0425073733
0610009D07Rik,-0.1761277841,0.3106613928,0.5451479525
0610009L18Rik,-0.7345345733,0.3104022611,0.544904515
0610009O20Rik,0.3099451613,0.0915099531,0.2182375268
0610010B08Rik,-0.9061649019,0.6805895919,0.8891423533
0610010F05Rik,-0.1210381622,0.5471742634,0.7850046392
0610010K14Rik,-0.3355493963,0.0694298575,0.1743473567
0610010O12Rik,-1.0504116371,0.0042950941,0.0170553631
0610011F06Rik,-0.4378526036,0.0433500361,0.1193445099
0610011L14Rik,-0.1959594525,0.2676909882,0.4935229609
0610012G03Rik,-0.8962555578,3.39180622018755E-06,2.84971402370597E-05
0610012H03Rik,NA,NA,NA
0610030E20Rik,0.4795798642,0.0118522857,0.0404970764
0610031J06Rik,0.7107412538,3.42540819231867E-05,0.0002351548
0610037L13Rik,-0.5188033145,0.0071910309,0.0267099873
0610037P05Rik,-0.1404245018,0.4594797912,0.7071565448
0610038B21Rik,0.0004673941,0.9106266807,1
0610038L08Rik,0.1090463405,1,1
0610039K10Rik,1.8013449709,0.7242094946,0.9196395961
0610040B10Rik,1.038773833,0.2890265478,0.5208477153
0610040F04Rik,Inf,1,1
0610040J01Rik,2.2821311102,0.3458719012,0.5883176313
0610043K17Rik,Inf,0.7655351889,0.9490516297
0910001L09Rik,0.0399523396,0.8742742002,1
1100001G20Rik,Inf,0.2148205592,0.4214906535
1110001A16Rik,-0.4045970618,0.1766432663,0.3639575391
1110001J03Rik,-0.8848811148,0.0003725656,0.0019920384
1110002B05Rik,-0.1210155455,0.4630584566,0.709954391
1110002L01Rik,-0.7993795516,0.0252918102,0.0763283388
1110002N22Rik,-0.2423149448,0.340518729,0.5820341008
1110003E01Rik,0.411237406,0.0225058688,0.0694570707
1110004E09Rik,-1.4207517787,1.42447462179957E-11,2.76373800775785E-10
1110004F10Rik,-0.4104328312,0.0104976832,0.0366406445
1110005A03Rik,0.2062667947,0.5824011918,0.8125538906
1110006O24Rik,-0.0787358965,0.8376191946,1
1110007C09Rik,-0.8152079309,0.0085620135,0.030933378
1110008F13Rik,-0.6044475893,0.0010177327,0.0048637269
1110008J03Rik,-0.3602672626,0.1463832138,0.3150923421
1110008L16Rik,-0.0838532479,0.7341282096,0.9278768846
1110008P14Rik,0.2722289736,0.2754886497,0.5033694279
1110012J17Rik,-1.0249168391,2.751506201311E-08,3.29835366809875E-07
1110012L19Rik,-0.1398644328,0.4918853889,0.7373776781
1110014N23Rik,0.0018002895,1,1
1110017D15Rik,0.0172498294,1,1
1110017F19Rik,0.1154587979,1,1
1110018G07Rik,0.6561492794,0.0003161321,0.0017142936
1110018J18Rik,1.0431258679,7.60720773585656E-06,0.000059766
1110019D14Rik,-0.7260205093,0.2424402361,0.4599942228
1110020A21Rik,0.7382460874,0.6656000106,0.8790461111
1110020G09Rik,0.4524635421,0.0224101447,0.0691989199
1110021J02Rik,0.5845372141,0.0036670153,0.0148634737
1110021L09Rik,-0.5486076962,0.0115651817,0.0397348698
1110028C15Rik,1.3966508836,1.74914164413433E-08,2.16159201025659E-07
1110031I02Rik,0.5081398811,0.0990200371,0.231698941
1110032A03Rik,0.7731714331,0.013664395,0.0455391527
1110032A04Rik,Inf,0.0057777845,0.0221498918
1110032F04Rik,Inf,1,1
1110034A24Rik,-0.3649354759,0.0490002957,0.1317764523
1110034B05Rik,0.4115662832,0.0742347987,0.1842206134
1110034G24Rik,-0.0880568444,0.8189480691,0.9892984756
1110035M17Rik,-0.5023503917,0.5964838599,0.8247903372
1110036E04Rik,Inf,1,1
1110037F02Rik,0.0563454777,0.7469410535,0.9368782714
1110038B12Rik,-1.1561126575,2.15236869796438E-13,5.23969009673712E-12
1110038D17Rik,0.0785102677,0.6981416459,0.9024706642
1110038F14Rik,-0.0566973509,0.7532152643,0.9402250337
1110046J04Rik,-0.983228982,0.0083131262,0.0301736992
1110049F12Rik,-0.2317598286,0.1785992768,0.3672394221
1110050K14Rik,1.661203227,0.4024540854,0.652659031
1110051M20Rik,0.0946559392,0.6869649158,0.8940378269
1110054M08Rik,-0.0824672697,0.8152659498,0.9868616067
1110054O05Rik,-0.0443621166,0.777303641,0.9579193976
1110057K04Rik,-0.1939757014,0.2618254884,0.4855210513
1110058L19Rik,0.0959964545,0.7460342198,0.9362247882
1110059E24Rik,0.0766715095,0.6884037238,0.8951331325
1110059G10Rik,0.8942699657,0.0002961513,0.001619224
1110065P20Rik,-0.8870061138,0.0002529446,0.0014035241
1110067D22Rik,-0.8216068252,3.8618154116335E-07,3.8284087039204E-06
1190002F15Rik,0.3136948603,0.3600638544,0.6051522934
1190002H23Rik,4.0105413545,2.69130883944308E-09,3.76126820731923E-08
1190002N15Rik,0.5472337522,0.0088952072,0.0319291318
1190003J15Rik,Inf,0.0764182211,0.1883842556
1190005F20Rik,-0.3326811903,0.0778392971,0.1912330309
1190005I06Rik,-1.1014444276,0.0260995252,0.0782985756
1190007F08Rik,0.3365932075,0.2553600615,0.4775499845
1190007I07Rik,-0.2696414757,0.4023336434,0.6525846965
1200009I06Rik,0.857872022,0.0054711587,0.0211822562
1200011I18Rik,0.3792374396,0.1796111838,0.3687296902
1200011M11Rik,0.4655195338,0.0266774532,0.0798372946
1200014J11Rik,-0.1171784321,0.4867228955,0.7320646228
1200016B10Rik,0.467900588,0.0306289521,0.0897259181
1300001I01Rik,-0.9311929064,9.10956549833762E-09,1.17386379997319E-07
1300002E11Rik,0.6811128594,0.0605986532,0.1559417439
1300010F03Rik,-0.3956622242,0.0345092876,0.0991997748
1300014I06Rik,1.0046666303,0.0007054014,0.0035229081
1300017J02Rik,0.6685106978,1,1
1300018I17Rik,-0.3712578312,0.0526503529,0.1396705744
1300018J18Rik,-0.2743626855,0.167076125,0.3491415741
1500001M20Rik,-0.6547032861,0.0012377917,0.0057819672
1500002O10Rik,3.881385537,0.047138719,0.1276689111
1500002O20Rik,-0.3745990626,0.0418357179,0.1159682537
1500003O03Rik,0.3018848634,0.0699580723,0.1753797962
1500004A13Rik,0.3249874409,0.3762079244,0.6232665979
1500009L16Rik,1.7093648767,0.0096197792,0.0340532596
1500010J02Rik,0.2237630238,0.2261127532,0.4378101179
1500011B03Rik,-0.1037389688,0.6798841501,0.8883557722
1500011H22Rik,-0.556426938,0.0006958674,0.0034823757
1500011K16Rik,-1.5160387868,0.0036733246,0.0148820292
1500012F01Rik,-1.1496791376,7.5864687299525E-11,1.3266673191036E-09
1500015A07Rik,0.3365949663,0.4441611928,0.6941943025
1500015O10Rik,1.4710407346,0.2171621547,0.4248824766
1500016L03Rik,Inf,0.9191765916,1
1500017E21Rik,Inf,1,1
1500031L02Rik,0.1811032721,0.4475291654,0.6980967653
1500032L24Rik,-0.7188921053,7.09471094171722E-06,5.60469122647606E-05
1520402A15Rik,0.5796843258,0.1752405227,0.3620219427
1600002D24Rik,Inf,0.5144875686,0.7554829247
1600002H07Rik,0.3761991302,0.062716041,0.1603105939
1600002K03Rik,-0.3804243725,0.1977121231,0.3957926397
1600012F09Rik,-0.1762550223,0.428254726,0.6794996067
1600012H06Rik,0.4001309682,0.0325029337,0.0943952407
1600014C10Rik,-0.3243195559,0.168863081,0.3521907744
1600014C23Rik,1.5451704509,0.9208197326,1
1600016N20Rik,1.5229062689,0.2401884262,0.4567805118
1600019K03Rik,-3.521356622,0.187040865,0.3801409872
1600020E01Rik,0.7635701938,0.0209548496,0.0653508464
1600021P15Rik,-0.2633582295,0.2572013758,0.4798970639
1600025M17Rik,-3.1760472199,0.2209872627,0.4305455933
1600027N09Rik,0.2111061177,0.3970230893,0.6475167842
1600029D21Rik,Inf,1,1
1700001F09Rik,-Inf,0.2483703813,0.4683786179
1700001G11Rik,2.0824440316,0.8056734206,0.979734444
1700001G17Rik,-0.2203099164,0.7025513574,0.9055313954
1700001J03Rik,Inf,1,1
1700001J11Rik,-0.3536092827,0.503564507,0.7441776028
1700001K19Rik,-1.2345437382,0.1701628977,0.3542382336
1700001K23Rik,Inf,1,1
1700001L05Rik,1.6717203302,2.3720921722026E-14,6.48271294756163E-13
1700001L19Rik,0.4145385239,1,1
1700001O22Rik,2.2721003926,0.8749211418,1
1700001P01Rik,0.1158786653,1,1
1700003E16Rik,1.4517856991,0.0198091611,0.0622863508
1700003F12Rik,-0.4075187195,0.1796905266,0.3687934788
1700003M02Rik,-0.3249050684,0.6532744145,0.8699452847
1700003M07Rik,2.5160365949,0.0432382137,0.1191511531
1700006A11Rik,Inf,1,1
1700006H21Rik,Inf,1,1
1700007G11Rik,0.0869089933,1,1
1700007I08Rik,0.8827816415,0.8430578043,1
1700007J10Rik,-0.4873095232,0.4335671096,0.6849571376
1700007K09Rik,1.2221777924,0.9291093075,1
1700007K13Rik,1.1021843298,0.78200294,0.9619744195
1700007L15Rik,0.0425391768,1,1
1700008F21Rik,1.4450471466,1,1
1700008J07Rik,-0.1002978264,0.6971637975,0.9018780496
1700008K24Rik,0.0078133912,1,1
1700008O03Rik,-0.1486639906,0.7396263124,0.9324661761
1700009C05Rik,1.1177364168,1,1
1700009N14Rik,-5.3046577836,1.10594698161736E-13,2.80815784549518E-12
1700009P17Rik,-0.3393482813,0.6890379105,0.8956867575
1700010B08Rik,-1.3207301098,0.4654436526,0.7112614379
1700010I14Rik,0.7722959918,0.3348473416,0.5745110094
1700010M22Rik,Inf,1,1
1700011A15Rik,-0.6560375344,0.5845768007,0.8143334849
1700011E24Rik,1.2080082636,0.8619220356,1
1700011H14Rik,-0.8619918895,0.5452362447,0.7837225889
1700011I03Rik,-0.1486639906,0.742685154,0.9343353189
1700011J10Rik,0.6480034326,0.2039575557,0.4056497029
1700011L22Rik,Inf,1,1
1700012A16Rik,1.0156377926,0.1346702775,0.2952783252
1700012B09Rik,0.5236274401,1,1
1700012B15Rik,0.5189139886,0.0574456514,0.1494612908
1700012D01Rik,1.4476934585,0.0409166514,0.1138957948
1700012D14Rik,-0.0436019318,0.8614899903,1
1700012I11Rik,Inf,1,1
1700013F07Rik,-1.5090509298,0.466263913,0.7121347548
1700013G23Rik,0.6952559901,0.6928993235,0.8985997262
1700013G24Rik,-1.9061649019,0.4353942985,0.686015398
1700013N18Rik,0.8282519335,0.9428665688,1
1700015E13Rik,Inf,1,1
1700015F17Rik,Inf,1,1
1700016C15Rik,Inf,1,1
1700016G22Rik,Inf,0.9203935575,1
1700016K19Rik,Inf,1,1
1700016L04Rik,0.3287391895,1,1
1700016M24Rik,0.813110562,0.5985931406,0.8268233095
1700017B05Rik,0.3493049311,0.0755295161,0.1867058358
1700017D01Rik,0.7096042871,1,1
1700017G19Rik,Inf,1,1
1700018A04Rik,0.6010538681,0.5611322198,0.7939345678
1700018A14Rik,Inf,1,1
1700018B08Rik,1.9101516097,1,1
1700018B24Rik,-0.1395312388,0.7055229583,0.9067618432
1700018F24Rik,Inf,1,1
1700018L02Rik,2.4941412809,0.0698908075,0.1752622876
1700019A02Rik,0.1204928762,1,1
1700019B03Rik,-0.5660301585,0.6290024337,0.8511809679
1700019B21Rik,Inf,1,1
1700019D03Rik,-Inf,0.4352391194,0.686015398
1700019E19Rik,-0.3951398764,0.0673424751,0.1700957295
1700019G17Rik,0.6783191405,0.3409494834,0.5826545004
1700019G24Rik,-1.9061649019,0.4485438411,0.6991179197
1700019L03Rik,-0.4248110551,0.1700021803,0.3540510638
1700019N12Rik,1.5958800644,0.2108033141,0.415610617
1700019N19Rik,0.1423165886,1,1
1700020A23Rik,-0.5868805076,0.6155670338,0.8397426641
1700020C07Rik,0.0878763407,1,1
1700020D05Rik,1.3966641947,0.0976133713,0.2291687861
1700020I14Rik,0.2179730064,0.2536496912,0.47517853
1700020L24Rik,0.7103743462,0.3267473428,0.5646146785
1700020N01Rik,0.4330258963,1,1
1700020N18Rik,Inf,1,1
1700020O03Rik,0.0451783221,0.8507178814,1
1700021C14Rik,-0.1704481468,0.7505634666,0.9386138506
1700021F05Rik,-0.3835538315,0.0610738298,0.1569765452
1700021K19Rik,-0.7185876244,0.0001609495,0.0009385084
1700022I11Rik,-1.6956654999,0.3209745363,0.5581177705
1700022P22Rik,0.9996605846,0.9842341705,1
1700023A16Rik,Inf,0.9657678211,1
1700023F06Rik,Inf,0.6178038286,0.8413251853
1700023L04Rik,0.2642323909,1,1
1700024F13Rik,-Inf,0.1855431393,0.3780804368
1700024P03Rik,Inf,0.708133955,0.9088265407
1700024P16Rik,-3.773043982,5.18875403200402E-14,1.36592162036982E-12
1700025E21Rik,0.0098292419,1,1
1700025F22Rik,-1.8487561298,0.4489791944,0.6993432722
1700025G04Rik,0.0454085534,0.9423761397,1
1700025K23Rik,-0.3690701675,0.3286323131,0.5667177189
1700025N23Rik,Inf,1,1
1700026D08Rik,2.3377751873,0.2438483334,0.4621048232
1700026F02Rik,-0.8576834114,0.5002925552,0.7409346967
1700026J04Rik,0.8625921124,1,1
1700026L06Rik,-0.9132323325,0.5436849719,0.7825458149
1700027D21Rik,0.8981338784,1,1
1700027H10Rik,Inf,1,1
1700027I24Rik,0.428606296,1,1
1700028E10Rik,-0.014720511,0.8151625948,0.9868059862
1700028I16Rik,-0.3867319461,0.6656639593,0.8790630299
1700028J19Rik,-0.0534648476,0.8825121745,1
1700028K03Rik,0.4409720856,0.721042789,0.9177041285
1700028P14Rik,Inf,1,1
1700029F09Rik,0.0815412935,0.6895662841,0.8959670766
1700029F12Rik,-2.4692399861,0.3517896652,0.5956865171
1700029G01Rik,1.028313592,0.0070667398,0.0263165634
1700029H14Rik,0.1109358946,1,1
1700029I01Rik,0.4031730409,0.6828360631,0.8909261423
1700029I15Rik,1.2233266639,0.4527145875,0.7016453464
1700029J03Rik,-Inf,0.3069875431,0.5411871466
1700029J07Rik,0.0884002749,1,1
1700029J11Rik,0.1301551327,1,1
1700029M20Rik,0.7091525826,0.9678657651,1
1700029P11Rik,2.1152328964,0.9698479677,1
1700030J22Rik,0.3603006212,0.5373258178,0.7762526941
1700030K09Rik,0.1996455811,0.428561757,0.6798612591
1700034F02Rik,-0.0432603034,0.8669352928,1
1700034H14Rik,0.3572646654,0.1168432855,0.2642462937
1700034H15Rik,0.2652619144,1,1
1700034I23Rik,-0.8842774854,0.6473121342,0.8659192861
1700034J05Rik,-0.1446910896,0.7692193563,0.951560214
1700034O15Rik,Inf,1,1
1700034P13Rik,-0.4682268271,0.678374607,0.8869653018
1700037C18Rik,0.0370370625,0.9877923995,1
1700037H04Rik,-0.936495288,6.78401563932354E-08,7.67723692165712E-07
1700039E15Rik,1.4318768988,0.9474809154,1
1700040I03Rik,0.0579194762,0.8287672029,0.9961199985
1700040L02Rik,1.7125164984,0.7773134192,0.9579193976
1700042G15Rik,0.1003541804,1,1
1700042O10Rik,-1.3324473494,0.3319956479,0.5709860117
1700045H11Rik,Inf,1,1
1700045I19Rik,1.4205581177,1,1
1700047G03Rik,Inf,1,1
1700047M11Rik,Inf,1,1
1700048M11Rik,-0.6380968922,0.5676437965,0.7998194149
1700048O20Rik,-0.205369765,0.5766723542,0.8067874801
1700049G17Rik,0.4282323104,0.2347119367,0.4499496144
1700051A21Rik,0.1290808288,1,1
1700052K11Rik,0.2219357244,0.5248419895,0.7645593946
1700052N19Rik,0.3979259672,0.0481031049,0.1299328054
1700054M17Rik,-1.8882547532,0.4376438942,0.6877318349
1700054N08Rik,0.4937532168,0.0532467542,0.1410124332
1700055N04Rik,0.1361896339,1,1
1700056E22Rik,-1.3151264539,0.0515069974,0.137250858
1700057K13Rik,0.0948148754,1,1
1700060C20Rik,-Inf,0.4052578717,0.6544276951
1700061G19Rik,0.0597885025,1,1
1700061I17Rik,Inf,1,1
1700061J05Rik,Inf,1,1
1700065D16Rik,0.3758397958,1,1
1700065I17Rik,Inf,1,1
1700065J18Rik,-Inf,0.4939470385,0.7394539431
1700066B17Rik,Inf,1,1
1700066B19Rik,1.6632592321,1,1
1700066J24Rik,0.7670736797,0.0138785595,0.0461633975
1700066M21Rik,0.0561019022,0.8073419917,0.9810694781
1700067K01Rik,0.2957853243,0.8232359759,0.9924557421
1700067P10Rik,Inf,1,1
1700071M16Rik,1.1170015664,1,1
1700073E17Rik,-0.8397732627,0.5546950678,0.7892477047
1700074P13Rik,2.1236902656,0.9707373985,1
1700081L11Rik,0.1767496191,0.312237127,0.5470195896
1700084C01Rik,Inf,1,1
1700084E18Rik,0.0231396343,1,1
1700084J12Rik,-0.6833190213,0.2571585077,0.4798691649
1700086L19Rik,Inf,1,1
1700086O06Rik,0.0995360857,0.8087883951,0.9821670204
1700088E04Rik,2.3528887863,0.2900146105,0.5219716421
1700092C10Rik,-0.9363941213,0.4981042567,0.7409346967
1700092M07Rik,0.7808984027,0.6948467547,0.9003780878
1700093K21Rik,-Inf,0.4019461503,0.6521772736
1700094D03Rik,0.5863409893,0.10955169,0.2510589989
1700096J18Rik,1.7010303868,1,1
1700096K18Rik,1.182215709,0.0200332385,0.0628759118
1700101E01Rik,-0.9543042701,0.8382621195,1
1700101I11Rik,0.0508219329,1,1
1700102H20Rik,0.3839747306,0.8526355686,1
1700102P08Rik,0.0435521943,1,1
1700104A03Rik,Inf,1,1
1700105P06Rik,-1.1373087109,0.4519690988,0.7011924089
1700106N22Rik,0.0168275695,1,1
1700108F19Rik,Inf,1,1
1700108J01Rik,-0.8709191712,0.5474296044,0.7851743762
1700109G14Rik,Inf,1,1
1700109H08Rik,0.7465809676,0.2851198888,0.5160623745
1700110C19Rik,Inf,1,1
1700110K17Rik,Inf,1,1
1700110M21Rik,-0.8842774854,0.5600493455,0.7928630075
1700112E06Rik,5.8083055369,7.77581619543607E-09,1.01109137972425E-07
1700112H15Rik,Inf,1,1
1700113A16Rik,1.0410185246,9.53291758096307E-05,0.0005873507
1700113I22Rik,-0.6651040763,0.0745624514,0.1849269282
1700120C14Rik,-0.8826812059,0.483843809,0.7289262356
1700120K04Rik,0.3450183042,0.9425895417,1
1700123I01Rik,Inf,1,1
1700123L14Rik,0.8217980231,0.6986743795,0.9028877299
1700123M08Rik,-0.8521194138,0.2464063438,0.4656689808
1700123O20Rik,0.0982574323,0.6438384503,0.8637102357
1700125D06Rik,Inf,1,1
1700125G22Rik,-0.3133543568,0.6784072012,0.8869653018
1700125H03Rik,2.5921823392,0.081913907,0.1995283371
1700125H20Rik,-1.3397044558,0.4605578976,0.707505832
1700128A07Rik,1.1048203132,1,1
1700129C05Rik,Inf,1,1
1810006K21Rik,0.0411660154,0.8461470905,1
1810008A18Rik,-0.6329634093,0.0001468361,0.0008632396
1810009A15Rik,-0.4503076025,0.0231674136,0.0710776085
1810010D01Rik,-Inf,0.2979184799,0.5320331153
1810010H24Rik,1.7655734301,0.0065313177,0.0246429656
1810011O10Rik,0.7615110262,0.1084342579,0.2489835422
1810012K16Rik,-0.0298579528,0.8477139011,1
1810012P15Rik,0.2669792377,0.4509333201,0.7004134975
1810013D10Rik,0.437861136,0.0636836193,0.1624456768
1810013L24Rik,-0.6443755281,0.0014511503,0.0066680762
1810014B01Rik,0.8590253954,0.1221512354,0.2737295968
1810014F10Rik,1.1232997014,0.0038225158,0.0153849324
1810019D21Rik,-0.4329875576,0.5960290198,0.824341367
1810019J16Rik,1.8981338784,1,1
1810020D17Rik,0.1147580133,0.7686945704,0.9511163655
1810020O05Rik,-2.2412425168,0.2990044921,0.5334600123
1810021B22Rik,0.2834531551,0.9099848711,1
1810022K09Rik,-0.3851560543,0.3488005362,0.592041247
1810024B03Rik,-0.0279193765,0.9030629375,1
1810026B05Rik,0.7943976571,0.0027942318,0.0117612256
1810026J23Rik,-0.0796628407,0.6111833183,0.8364566103
1810027O10Rik,0.3621500029,0.0726793864,0.1809615661
1810029B16Rik,-0.7356956377,0.0017947815,0.0079969657
1810030N24Rik,0.0072096314,1,1
1810030O07Rik,-0.2109404324,0.2061312328,0.4089043383
1810031K17Rik,0.765778583,0.0007543687,0.0037439848
1810032O08Rik,-0.5191556096,0.0308817295,0.0904047906
1810033B17Rik,3.1128584141,0.0189128728,0.0600170358
1810034E14Rik,-0.7635252568,0.1416313123,0.3075590478
1810035L17Rik,-0.6145641331,0.0067205384,0.0252515969
1810037I17Rik,0.0296164928,0.8972440088,1
1810041L15Rik,-0.1324645892,0.7993808434,0.9749100176
1810043G02Rik,-0.3592594769,0.0955569412,0.2255112326
1810043H04Rik,-0.5723616173,0.039257018,0.1101940137
1810044D09Rik,0.104103125,1,1
1810046J19Rik,-0.3405108329,0.1009442592,0.2352856699
1810048J11Rik,0.0824620662,0.6841938093,0.8921991226
1810049H13Rik,-0.0005493359,0.9509030472,1
1810055G02Rik,-0.3372327933,0.0465848016,0.1264650671
1810058I24Rik,0.3933153523,0.0300286126,0.0883285164
1810062G17Rik,-0.0437195655,0.8739517278,1
1810062O18Rik,0.1263439313,1,1
1810063B05Rik,-0.2555581269,0.2705341589,0.4973845102
1810063B07Rik,0.435886513,0.4235725437,0.6738743199
1810074P20Rik,0.2183947018,0.2661730915,0.4914040143
2010001E11Rik,Inf,1,1
2010001M06Rik,1.4317468609,0.4345837662,0.6856810409
2010001M09Rik,Inf,1,1
2010002M12Rik,0.4451242828,0.6073556083,0.8334352124
2010002N04Rik,3.2120979886,3.24404695760655E-48,6.48432176758797E-46
2010003K11Rik,Inf,0.6692720058,0.8815266801
2010003O02Rik,0.4560780009,0.7974997939,0.9735829456
2010005H15Rik,Inf,0.2942756871,0.5277069749
2010009K17Rik,0.1172483101,1,1
2010010A06Rik,-1.8791844471,0.0909590961,0.2171837741
2010011I20Rik,0.3256865379,0.1841169703,0.3759138941
2010012O05Rik,-0.1005096047,0.688351986,0.8951331325
2010015L04Rik,-0.2311404958,0.4733272835,0.7189622694
2010016I18Rik,0.123913752,1,1
2010106C02Rik,Inf,1,1
2010106G01Rik,0.698256632,4.89737000430693E-05,0.0003229221
2010107E04Rik,-0.260713458,0.1312448254,0.2894660699
2010107G12Rik,Inf,0.4507427618,0.700260625
2010107G23Rik,-0.8822041179,0.3682289304,0.6141763887
2010107H07Rik,-0.299689025,0.2878948704,0.5194756391
2010109A12Rik,Inf,0.9209383647,1
2010109K11Rik,1.422122238,3.44213581961925E-10,5.53510895596397E-09
2010111I01Rik,0.1995497024,0.4216844638,0.6718031448
2010204K13Rik,-0.8681722491,0.024460198,0.0742881279
2010300C02Rik,0.6245089618,0.8984494216,1
2010305A19Rik,-0.1278801765,0.5065639529,0.7473252961
2010308F09Rik,-Inf,0.4552419821,0.7036667944
2010310C07Rik,-0.8753502037,0.5864209758,0.8157126213
2010317E24Rik,0.0545052247,0.8496807209,1
2010320M18Rik,0.6315910367,0.0321232564,0.0935137641
2010321M09Rik,0.1164680902,0.5339419794,0.7731184827
2200002D01Rik,-1.6272985495,0.0020254251,0.0089000657
2200002K05Rik,-2.4759486712,0.0200492052,0.0629030549
2210009G21Rik,0.0800459038,0.8071392442,0.9809617936
2210010C04Rik,Inf,1,1
2210010C17Rik,1.6769023012,1,1
2210012G02Rik,0.0806657641,0.7222422909,0.9184306096
2210013O21Rik,-0.6034906426,0.0037218737,0.0150397294
2210015D19Rik,-0.4181116344,0.10003964,0.2336206238
2210016F16Rik,-0.378832434,0.0449449789,0.1230065574
2210016L21Rik,-0.1631456326,0.3680688862,0.6141763887
2210018M11Rik,0.4411901765,0.0173660653,0.0559764978
2210020M01Rik,1.5877711757,0.8679496669,1
2210021J22Rik,-0.1273581404,0.6088100139,0.8347646278
2210039B01Rik,NA,NA,NA
2210403K04Rik,0.6260033521,0.0017973449,0.008006312
2210404J11Rik,-0.0805986779,0.7834679567,0.9632940545
2210404O07Rik,2.3444995982,0.0783371188,0.1921814003
2210404O09Rik,0.9545649388,0.002715034,0.0114982595
2210408F21Rik,1.548993226,0.0027098454,0.0114835467
2210408I21Rik,0.3300856397,0.3126221866,0.5474242506
2210409E12Rik,NA,NA,NA
2210411K11Rik,-2.4751678796,2.48804743646995E-05,0.0001765148
2210416O15Rik,1.5997644656,0.5511286931,0.7876974992
2210417K05Rik,-0.10019535,0.8516895776,1
2300009A05Rik,-0.6753246064,0.0475024251,0.1285931793
2310001A20Rik,0.0492350613,0.8131119806,0.9850866831
2310001H17Rik,0.0410051868,1,1
2310002J15Rik,Inf,1,1
2310003C23Rik,-0.070848913,0.6722423839,0.8831806691
2310003F16Rik,-0.4431208589,0.0071677137,0.0266443496
2310003H01Rik,-0.454795034,0.0241948409,0.0736513749
2310003L22Rik,-0.8483659218,0.000373957,0.0019982345
2310004I24Rik,0.1262247918,0.6552752879,0.8710990796
2310004N24Rik,-0.2020181579,0.3689803344,0.6150864962
2310008H04Rik,1.4078697924,3.11050867373681E-09,4.30812458592238E-08
2310008H09Rik,-0.5080042737,0.0016400946,0.0073970185
2310008N11Rik,0.927529672,1,1
2310009A05Rik,0.6706660255,0.0930986427,0.2212591949
2310009B15Rik,-0.3385073079,0.3501439236,0.5937042856
2310010J17Rik,-0.1542477714,0.7684814774,0.9509211486
2310011J03Rik,-0.3977479592,0.0247654274,0.0750560113
2310014L17Rik,-0.0310220582,0.8871995066,1
2310015A10Rik,0.7519444956,0.0536033543,0.1417166504
2310015B20Rik,Inf,1,1
2310016M24Rik,-0.2122208128,0.2354208384,0.4505549111
2310020H05Rik,Inf,1,1
2310021P13Rik,0.0306340109,0.8774638503,1
2310022A10Rik,-0.2369635662,0.2251461794,0.4363317726
2310022B05Rik,-0.6727736976,9.84419285964824E-05,0.0006037163
2310028H24Rik,0.6366532039,0.0072948737,0.027052694
2310030G06Rik,0.0504305852,1,1
2310030N02Rik,-1.109954456,0.0001026522,0.0006250768
2310033E01Rik,-Inf,0.4052578717,0.6544276951
2310033P09Rik,-0.0858545281,0.7508828434,0.9387062552
2310034G01Rik,0.2309950842,0.9348312301,1
2310035C23Rik,0.2715254586,0.1406351995,0.3058255408
2310035K24Rik,1.1726322202,1.59114670487699E-05,0.0001177435
2310036O22Rik,-0.5060952089,0.005739128,0.0220511744
2310037I24Rik,0.0792353734,0.6864642474,0.8937433003
2310039H08Rik,-0.0781211522,0.7495460084,0.9383752314
2310040G24Rik,2.194152037,0.5102406747,0.7510645563
2310042D19Rik,1.0360917361,0.0048683106,0.0190499111
2310043J07Rik,-0.3122751196,0.6509533929,0.867904198
2310043O21Rik,-0.8576834114,0.5002925552,0.7409346967
2310044G17Rik,-0.4970783125,0.0052648662,0.020461915
2310044H10Rik,-0.2768036272,0.0781509082,0.1918145735
2310045N01Rik,-0.0233002654,0.9020100418,1
2310046K01Rik,-1.4490299268,0.1169522574,0.2644177029
2310046O06Rik,-0.3382883557,0.0865637928,0.2086915339
2310047B19Rik,0.4427309637,0.1314721181,0.2898929849
2310047M10Rik,0.0043842412,1,1
2310050B05Rik,Inf,1,1
2310057M21Rik,-0.0679107784,0.7307506223,0.9248186238
2310061C15Rik,-0.4905096148,0.0229764736,0.0706052166
2310061I04Rik,-1.3606373024,9.09025769254819E-13,2.02673838826075E-11
2310061J03Rik,1.1907832504,0.0367328417,0.1041804239
2310067B10Rik,0.0421772082,0.8921596957,1
2310068J16Rik,0.8945924707,0.3959215951,0.6462645191
2310069B03Rik,Inf,0.6352226268,0.8562260698
2310069G16Rik,Inf,1,1
2310079F23Rik,-0.2000664366,0.3803042798,0.6283927872
2400001E08Rik,-0.2455509276,0.1345674918,0.2951332459
2400003C14Rik,-0.3040284401,0.0534467399,0.1413581894
